id,SFnum_G,PFnum_G,Cnum_G,SGnum_G,PGnum_G,SFnum_O,PFnum_O,Cnum_O,SGnum_O,PGnum_O,secs,score_GSW,score_OPP,sO-sG,game
4637,1,1,1,1,1,1,2,0,1,1,302,8,8,0,20160619/CLEGSW
4638,2,1,0,1,1,1,2,0,1,1,84,3,2,-1,20160619/CLEGSW
4639,2,1,0,1,1,2,1,0,1,1,185,5,6,1,20160619/CLEGSW
4640,1,1,1,1,1,2,1,0,1,1,0,0,0,0,20160619/CLEGSW
4641,1,1,1,2,0,2,1,0,1,1,0,0,0,0,20160619/CLEGSW
4642,1,1,1,2,0,2,1,0,1,1,53,3,2,-1,20160619/CLEGSW
4643,1,1,1,2,0,1,1,0,1,2,30,2,1,-1,20160619/CLEGSW
4644,2,0,1,2,0,1,1,0,1,2,41,1,2,1,20160619/CLEGSW
4645,2,0,1,1,1,1,1,0,1,2,0,0,0,0,20160619/CLEGSW
4646,2,0,1,1,1,2,1,0,1,1,21,0,1,1,20160619/CLEGSW
4647,2,0,2,0,1,2,1,0,1,1,0,0,0,0,20160619/CLEGSW
4648,2,0,1,1,1,2,1,0,1,1,0,0,0,0,20160619/CLEGSW
4649,1,0,1,1,2,2,1,0,1,1,0,0,0,0,20160619/CLEGSW
4650,1,1,1,1,1,2,1,0,1,1,216,7,5,-2,20160619/CLEGSW
4651,1,1,1,1,1,2,0,0,1,2,0,0,0,0,20160619/CLEGSW
4652,1,1,1,1,1,1,0,0,2,2,0,0,0,0,20160619/CLEGSW
4653,1,1,1,1,1,1,1,0,1,2,25,0,0,0,20160619/CLEGSW
4654,1,1,0,2,1,1,1,0,1,2,18,0,0,0,20160619/CLEGSW
4655,1,1,0,2,1,1,1,0,1,2,118,6,6,0,20160619/CLEGSW
4656,1,1,0,2,1,1,1,0,1,2,0,0,0,0,20160619/CLEGSW
4657,1,1,1,1,1,1,1,0,1,2,104,3,4,1,20160619/CLEGSW
4658,1,1,1,1,1,2,0,0,1,2,0,0,1,1,20160619/CLEGSW
4659,1,1,0,1,2,2,0,0,1,2,170,9,3,-6,20160619/CLEGSW
4660,1,1,0,1,2,2,0,0,1,2,0,0,0,0,20160619/CLEGSW
4661,1,1,1,1,1,1,2,0,1,1,187,7,13,6,20160619/CLEGSW
4662,1,1,1,1,1,1,2,0,1,1,0,0,0,0,20160619/CLEGSW
4663,1,1,1,1,1,1,2,0,1,1,260,5,11,6,20160619/CLEGSW
4664,2,1,0,1,1,1,2,0,1,1,75,4,4,0,20160619/CLEGSW
4665,2,1,0,2,0,1,2,0,1,1,15,1,1,0,20160619/CLEGSW
4666,2,1,0,1,1,2,1,0,1,1,175,14,11,-3,20160619/CLEGSW
4667,2,1,0,1,1,2,1,0,1,1,85,2,0,-2,20160619/CLEGSW
4668,2,1,0,1,1,2,1,0,1,1,0,0,0,0,20160619/CLEGSW
4669,2,1,0,1,1,2,1,0,0,2,84,5,2,-3,20160619/CLEGSW
4670,2,1,0,1,1,2,1,0,1,1,0,0,0,0,20160619/CLEGSW
4671,1,1,1,1,1,2,1,0,1,1,156,4,6,2,20160619/CLEGSW
4672,2,1,0,1,1,2,1,0,1,1,0,0,0,0,20160619/CLEGSW
4673,2,1,0,1,1,1,2,0,1,1,151,0,0,0,20160619/CLEGSW
4674,2,1,0,1,1,2,1,0,1,1,59,0,3,3,20160619/CLEGSW
4675,2,1,0,1,1,2,1,0,1,1,0,0,1,1,20160619/CLEGSW
4676,1,1,1,1,1,2,1,0,1,1,0,0,0,0,20160619/CLEGSW
4677,1,1,1,1,1,1,1,0,1,2,10,0,0,0,20160619/CLEGSW
4594,2,1,0,1,1,1,2,0,1,1,90,0,2,2,20160616/GSWCLE
4595,2,1,0,1,1,2,1,0,1,1,279,5,11,6,20160616/GSWCLE
4596,1,1,1,1,1,2,1,0,1,1,0,0,0,0,20160616/GSWCLE
4597,1,1,1,1,1,2,1,0,1,1,197,4,13,9,20160616/GSWCLE
4598,2,0,1,1,1,2,1,0,1,1,0,0,0,0,20160616/GSWCLE
4599,2,0,1,1,1,2,1,0,1,1,73,0,2,2,20160616/GSWCLE
4600,1,1,0,2,1,1,1,0,1,2,77,8,7,-1,20160616/GSWCLE
4601,1,1,0,2,1,1,1,0,1,2,0,0,0,0,20160616/GSWCLE
4602,0,1,1,2,1,1,1,0,1,2,94,7,4,-3,20160616/GSWCLE
4603,0,1,1,1,2,1,1,0,1,2,15,0,0,0,20160616/GSWCLE
4604,0,1,1,1,2,1,1,0,1,2,63,2,2,0,20160616/GSWCLE
4605,1,1,0,1,2,1,1,0,1,2,96,5,5,0,20160616/GSWCLE
4606,1,1,0,1,2,2,1,0,1,1,95,7,0,-7,20160616/GSWCLE
4607,1,1,0,1,2,2,1,0,2,0,47,0,1,1,20160616/GSWCLE
4608,2,1,0,1,1,2,1,0,2,0,0,0,0,0,20160616/GSWCLE
4609,2,1,0,1,1,2,1,0,1,1,95,0,7,7,20160616/GSWCLE
4610,1,1,0,2,1,2,1,0,1,1,0,0,0,0,20160616/GSWCLE
4611,2,1,0,1,1,1,2,0,1,1,212,8,13,5,20160616/GSWCLE
4612,1,1,1,1,1,1,2,0,1,1,95,5,3,-2,20160616/GSWCLE
4613,0,1,1,1,2,1,2,0,1,1,135,6,6,0,20160616/GSWCLE
4614,0,1,1,1,2,2,1,0,1,1,125,4,4,0,20160616/GSWCLE
4615,0,1,1,1,2,2,1,0,1,1,0,0,0,0,20160616/GSWCLE
4616,0,1,1,1,2,2,1,0,0,2,47,2,0,-2,20160616/GSWCLE
4617,0,1,1,1,2,2,1,0,0,2,0,0,0,0,20160616/GSWCLE
4618,1,0,1,2,1,2,1,0,1,1,79,8,2,-6,20160616/GSWCLE
4619,0,0,1,2,2,2,1,0,1,1,0,0,0,0,20160616/GSWCLE
4620,0,1,1,2,1,2,1,0,1,1,52,2,2,0,20160616/GSWCLE
4621,1,1,0,2,1,2,1,0,1,1,60,3,0,-3,20160616/GSWCLE
4622,1,1,0,2,1,2,1,0,1,1,109,3,6,3,20160616/GSWCLE
4623,1,1,0,1,2,2,1,0,1,1,152,8,9,1,20160616/GSWCLE
4624,0,1,0,2,2,2,1,0,1,1,0,0,0,0,20160616/GSWCLE
4625,0,1,1,2,1,2,1,0,1,1,6,0,0,0,20160616/GSWCLE
4626,0,1,1,1,2,2,1,0,1,1,43,0,5,5,20160616/GSWCLE
4627,0,1,1,1,2,2,1,0,0,2,16,0,1,1,20160616/GSWCLE
4628,0,1,1,1,2,2,1,0,0,2,0,0,0,0,20160616/GSWCLE
4629,0,1,1,1,2,2,1,0,0,2,64,2,5,3,20160616/GSWCLE
4630,0,1,1,1,2,1,1,1,0,2,0,0,0,0,20160616/GSWCLE
4631,0,1,1,1,2,1,0,1,1,2,0,0,0,0,20160616/GSWCLE
4632,0,1,1,1,2,2,0,1,1,1,0,0,0,0,20160616/GSWCLE
4633,0,1,1,1,2,2,0,1,1,1,0,0,0,0,20160616/GSWCLE
4634,0,1,1,1,2,2,0,1,2,0,0,0,0,0,20160616/GSWCLE
4635,0,1,1,1,2,2,0,1,2,0,44,2,2,0,20160616/GSWCLE
4636,0,1,1,0,3,2,0,1,2,0,92,10,3,-7,20160616/GSWCLE
4534,2,0,1,1,1,1,2,0,1,1,306,12,10,-2,20160613/CLEGSW
4535,2,0,1,1,1,1,2,0,1,1,81,7,3,-4,20160613/CLEGSW
4536,1,1,1,1,1,1,2,0,1,1,109,3,9,6,20160613/CLEGSW
4537,1,1,1,1,1,1,2,0,1,1,27,3,0,-3,20160613/CLEGSW
4538,1,1,1,1,1,2,1,0,1,1,0,0,0,0,20160613/CLEGSW
4539,0,1,1,2,1,2,1,0,1,1,5,0,0,0,20160613/CLEGSW
4540,1,1,0,2,1,2,1,0,1,1,36,0,3,3,20160613/CLEGSW
4541,1,0,1,2,1,2,1,0,1,1,0,0,0,0,20160613/CLEGSW
4542,1,0,1,2,1,2,1,0,1,1,42,2,1,-1,20160613/CLEGSW
4543,2,0,1,2,0,2,1,0,1,1,54,2,0,-2,20160613/CLEGSW
4544,2,0,1,2,0,2,1,0,1,1,0,0,0,0,20160613/CLEGSW
4545,2,0,1,2,0,2,1,0,1,1,0,0,0,0,20160613/CLEGSW
4546,2,0,1,1,1,2,1,0,1,1,12,0,0,0,20160613/CLEGSW
4547,2,0,1,1,1,2,1,0,1,1,38,2,1,-1,20160613/CLEGSW
4548,2,0,1,1,1,2,1,0,1,1,0,0,0,0,20160613/CLEGSW
4549,1,1,1,1,1,2,1,0,1,1,0,0,0,0,20160613/CLEGSW
4550,2,0,1,1,1,1,1,0,1,2,27,1,4,3,20160613/CLEGSW
4551,1,0,1,1,2,1,1,0,1,2,47,0,5,5,20160613/CLEGSW
4552,1,0,1,2,1,1,1,0,1,2,58,3,2,-1,20160613/CLEGSW
4553,1,0,1,2,1,2,0,0,1,2,0,0,0,0,20160613/CLEGSW
4554,2,0,0,2,1,2,0,0,1,2,46,3,2,-1,20160613/CLEGSW
4555,2,0,0,2,1,1,1,0,1,2,21,0,0,0,20160613/CLEGSW
4556,2,0,1,1,1,1,1,0,1,2,123,7,4,-3,20160613/CLEGSW
4557,2,0,1,1,1,1,2,0,0,2,89,4,4,0,20160613/CLEGSW
4558,2,0,1,1,1,1,2,0,0,2,37,0,2,2,20160613/CLEGSW
4559,2,0,1,1,1,1,2,0,1,1,11,1,0,-1,20160613/CLEGSW
4560,2,0,1,1,1,1,2,0,1,1,36,0,4,4,20160613/CLEGSW
4561,2,0,1,1,1,1,2,0,1,1,148,11,6,-5,20160613/CLEGSW
4562,2,0,1,1,1,2,2,0,0,1,62,0,1,1,20160613/CLEGSW
4563,2,0,1,1,1,2,1,0,1,1,6,0,0,0,20160613/CLEGSW
4564,2,1,1,0,1,2,1,0,1,1,0,0,0,0,20160613/CLEGSW
4565,2,1,0,0,2,2,1,0,1,1,0,0,0,0,20160613/CLEGSW
4566,2,0,1,1,1,1,2,0,1,1,113,3,6,3,20160613/CLEGSW
4567,2,0,0,2,1,1,2,0,1,1,196,4,7,3,20160613/CLEGSW
4568,1,1,0,2,1,1,2,0,1,1,83,5,6,1,20160613/CLEGSW
4569,1,1,0,2,1,2,1,0,1,1,0,1,0,-1,20160613/CLEGSW
4570,1,1,0,2,1,2,1,0,1,1,42,1,3,2,20160613/CLEGSW
4571,1,0,1,2,1,2,1,0,1,1,0,0,0,0,20160613/CLEGSW
4572,1,0,1,1,2,2,1,0,1,1,127,7,6,-1,20160613/CLEGSW
4573,1,0,1,1,2,2,1,0,1,1,68,0,4,4,20160613/CLEGSW
4574,1,0,1,1,2,2,1,0,1,1,0,0,0,0,20160613/CLEGSW
4575,1,0,1,2,1,2,1,0,1,1,0,0,0,0,20160613/CLEGSW
4576,2,0,1,2,0,1,1,0,1,2,57,5,2,-3,20160613/CLEGSW
4577,2,0,1,1,1,1,1,0,1,2,21,0,0,0,20160613/CLEGSW
4578,2,0,1,1,1,1,2,0,1,1,0,0,0,0,20160613/CLEGSW
4579,2,0,1,1,1,1,2,0,1,1,72,3,2,-1,20160613/CLEGSW
4580,2,0,1,1,1,1,2,0,1,1,76,2,2,0,20160613/CLEGSW
4581,2,0,0,2,1,1,2,0,1,1,114,4,5,1,20160613/CLEGSW
4582,2,0,0,2,1,1,2,0,1,1,99,0,5,5,20160613/CLEGSW
4583,2,0,0,1,2,1,2,0,1,1,79,0,2,2,20160613/CLEGSW
4584,2,0,0,1,2,1,1,0,1,2,67,0,1,1,20160613/CLEGSW
4585,1,0,1,1,2,1,1,0,1,2,0,0,0,0,20160613/CLEGSW
4586,0,1,1,1,2,1,1,0,1,2,0,0,0,0,20160613/CLEGSW
4587,0,1,2,1,1,1,1,0,1,2,0,0,0,0,20160613/CLEGSW
4588,0,1,2,0,2,1,1,0,1,2,23,0,0,0,20160613/CLEGSW
4589,0,1,2,0,2,0,1,0,2,2,0,0,0,0,20160613/CLEGSW
4590,0,1,2,0,2,0,0,1,2,2,0,0,0,0,20160613/CLEGSW
4591,0,1,2,0,2,0,0,1,3,1,0,0,0,0,20160613/CLEGSW
4592,0,1,2,0,2,1,0,1,3,0,0,0,0,0,20160613/CLEGSW
4593,0,1,2,0,2,2,0,1,2,0,91,1,0,-1,20160613/CLEGSW
4490,1,1,1,1,1,2,1,0,1,1,260,10,10,0,20160610/GSWCLE
4491,2,1,0,1,1,2,1,0,1,1,137,7,5,-2,20160610/GSWCLE
4492,2,1,0,1,1,2,1,0,1,1,22,0,2,2,20160610/GSWCLE
4493,2,1,0,2,0,2,1,0,1,1,119,4,5,1,20160610/GSWCLE
4494,2,1,0,2,0,1,1,0,1,2,0,0,0,0,20160610/GSWCLE
4495,1,2,0,2,0,1,1,0,1,2,36,1,0,-1,20160610/GSWCLE
4496,1,2,0,2,0,0,2,0,1,2,0,0,0,0,20160610/GSWCLE
4497,2,1,0,2,0,0,2,0,1,2,121,7,5,-2,20160610/GSWCLE
4498,2,1,0,2,0,0,2,0,1,2,0,0,0,0,20160610/GSWCLE
4499,2,1,0,2,0,0,2,0,1,2,0,0,0,0,20160610/GSWCLE
4500,2,1,0,1,1,0,2,0,1,2,0,0,0,0,20160610/GSWCLE
4501,2,1,0,1,1,1,1,1,1,1,222,5,5,0,20160610/GSWCLE
4502,2,1,0,1,1,2,0,1,1,1,0,0,0,0,20160610/GSWCLE
4503,1,1,0,2,1,2,0,1,1,1,0,0,0,0,20160610/GSWCLE
4504,1,2,0,1,1,2,0,1,1,1,30,0,0,0,20160610/GSWCLE
4505,1,2,0,1,1,2,0,1,1,1,19,0,1,1,20160610/GSWCLE
4506,1,2,0,1,1,2,0,1,1,1,62,4,3,-1,20160610/GSWCLE
4507,1,2,0,1,1,2,1,0,1,1,0,0,0,0,20160610/GSWCLE
4508,1,1,1,1,1,2,1,0,1,1,28,1,0,-1,20160610/GSWCLE
4509,2,0,1,1,1,2,1,0,1,1,0,0,0,0,20160610/GSWCLE
4510,1,0,1,2,1,2,1,0,1,1,12,0,0,0,20160610/GSWCLE
4511,1,0,1,2,1,1,2,0,1,1,31,0,3,3,20160610/GSWCLE
4512,0,1,1,2,1,1,2,0,1,1,8,0,1,1,20160610/GSWCLE
4513,1,1,1,1,1,1,2,0,1,1,0,0,0,0,20160610/GSWCLE
4514,1,1,1,1,1,2,1,0,1,1,341,25,29,4,20160610/GSWCLE
4515,2,1,0,1,1,2,1,0,1,1,90,2,0,-2,20160610/GSWCLE
4516,2,1,0,1,1,1,2,0,1,1,42,6,0,-6,20160610/GSWCLE
4517,2,1,0,1,1,1,1,0,1,2,0,0,0,0,20160610/GSWCLE
4518,1,1,1,1,1,1,1,0,1,2,0,0,0,0,20160610/GSWCLE
4519,1,1,1,2,0,1,1,0,1,2,242,7,7,0,20160610/GSWCLE
4520,1,0,2,2,0,1,1,0,1,2,0,0,0,0,20160610/GSWCLE
4521,1,0,2,1,1,1,1,0,1,2,0,0,0,0,20160610/GSWCLE
4522,2,0,1,1,1,1,1,0,1,2,0,0,0,0,20160610/GSWCLE
4523,2,1,0,1,1,1,1,0,1,2,177,7,7,0,20160610/GSWCLE
4524,2,1,0,1,1,1,2,0,1,1,0,0,0,0,20160610/GSWCLE
4525,2,1,0,1,1,1,2,0,1,1,93,2,1,-1,20160610/GSWCLE
4526,2,1,0,1,1,1,2,0,1,1,94,5,0,-5,20160610/GSWCLE
4527,2,1,0,1,1,2,1,0,1,1,103,0,0,0,20160610/GSWCLE
4528,2,1,0,1,1,2,0,1,1,1,199,5,5,0,20160610/GSWCLE
4529,2,1,0,1,1,2,0,1,1,1,9,0,2,2,20160610/GSWCLE
4530,1,1,0,2,1,2,0,1,1,1,1,0,0,0,20160610/GSWCLE
4531,1,1,0,2,1,2,1,0,1,1,1,1,0,-1,20160610/GSWCLE
4532,1,1,0,2,1,2,0,1,1,1,35,7,6,-1,20160610/GSWCLE
4533,1,1,0,2,1,2,0,1,1,1,0,2,0,-2,20160610/GSWCLE
4442,1,1,1,1,1,2,1,0,1,1,266,4,11,7,20160608/GSWCLE
4443,1,1,1,1,1,2,1,0,1,1,196,4,10,6,20160608/GSWCLE
4444,1,1,1,1,1,1,1,0,1,2,0,0,0,0,20160608/GSWCLE
4445,1,1,1,1,1,1,1,0,1,2,0,0,0,0,20160608/GSWCLE
4446,1,1,1,2,0,1,1,0,1,2,105,2,2,0,20160608/GSWCLE
4447,1,1,1,2,0,1,0,1,1,2,0,0,0,0,20160608/GSWCLE
4448,1,1,1,2,0,0,0,2,1,2,0,0,0,0,20160608/GSWCLE
4449,2,0,1,2,0,0,0,2,1,2,8,0,0,0,20160608/GSWCLE
4450,2,0,1,1,1,0,0,2,1,2,48,0,4,4,20160608/GSWCLE
4451,2,0,1,1,1,0,0,2,1,2,56,4,6,2,20160608/GSWCLE
4452,2,0,1,1,1,1,0,2,1,1,7,0,0,0,20160608/GSWCLE
4453,2,0,1,2,0,1,0,2,1,1,0,0,0,0,20160608/GSWCLE
4454,2,0,1,2,0,2,0,1,1,1,29,0,0,0,20160608/GSWCLE
4455,2,1,0,1,1,2,0,1,1,1,100,6,0,-6,20160608/GSWCLE
4456,2,1,0,1,1,2,0,1,2,0,35,2,0,-2,20160608/GSWCLE
4457,2,1,0,1,1,2,1,0,2,0,147,5,5,0,20160608/GSWCLE
4458,2,1,0,1,1,2,1,0,1,1,0,0,0,0,20160608/GSWCLE
4459,2,1,0,1,1,2,1,0,1,1,22,0,1,1,20160608/GSWCLE
4460,2,1,0,1,1,2,1,0,1,1,219,8,9,1,20160608/GSWCLE
4461,2,1,0,1,1,2,1,0,1,1,28,4,0,-4,20160608/GSWCLE
4462,1,1,0,2,1,2,1,0,1,1,98,2,0,-2,20160608/GSWCLE
4463,1,1,0,2,1,2,1,0,1,1,0,0,0,0,20160608/GSWCLE
4464,2,1,0,1,1,2,1,0,1,1,60,2,2,0,20160608/GSWCLE
4465,1,1,1,1,1,2,1,0,1,1,0,0,0,0,20160608/GSWCLE
4466,1,1,1,1,1,2,1,0,1,1,259,3,12,9,20160608/GSWCLE
4467,2,1,0,1,1,2,1,0,1,1,112,2,8,6,20160608/GSWCLE
4468,1,1,1,1,1,2,1,0,1,1,90,7,2,-5,20160608/GSWCLE
4469,1,1,1,1,1,1,1,0,1,2,0,0,0,0,20160608/GSWCLE
4470,1,1,1,2,0,1,1,0,1,2,123,4,9,5,20160608/GSWCLE
4471,1,1,1,2,0,1,1,0,1,2,87,8,4,-4,20160608/GSWCLE
4472,2,0,1,2,0,1,1,0,1,2,0,0,0,0,20160608/GSWCLE
4473,2,0,1,2,0,2,1,0,0,2,18,1,1,0,20160608/GSWCLE
4474,2,0,1,2,0,2,1,0,0,2,20,1,1,0,20160608/GSWCLE
4475,2,0,1,2,0,2,0,1,0,2,0,0,0,0,20160608/GSWCLE
4476,2,0,0,1,2,2,0,1,0,2,180,3,8,5,20160608/GSWCLE
4477,2,0,0,1,2,1,0,1,1,2,0,0,0,0,20160608/GSWCLE
4478,2,0,0,1,2,1,0,1,1,2,0,0,0,0,20160608/GSWCLE
4479,1,1,0,1,2,1,0,1,1,2,187,7,8,1,20160608/GSWCLE
4480,1,0,1,1,2,1,0,1,1,2,0,0,0,0,20160608/GSWCLE
4481,1,0,1,1,2,1,0,1,1,2,14,1,1,0,20160608/GSWCLE
4482,1,0,1,0,3,1,0,1,1,2,61,3,4,1,20160608/GSWCLE
4483,0,0,2,0,3,1,0,1,1,2,0,0,0,0,20160608/GSWCLE
4484,0,0,2,0,3,0,0,1,2,2,0,0,0,0,20160608/GSWCLE
4485,0,0,2,0,3,1,0,1,2,1,0,0,0,0,20160608/GSWCLE
4486,0,0,2,0,3,1,0,2,1,1,0,0,0,0,20160608/GSWCLE
4487,0,0,2,0,3,1,0,2,2,0,0,0,0,0,20160608/GSWCLE
4488,0,0,2,0,3,2,0,1,2,0,101,5,3,-2,20160608/GSWCLE
4489,0,0,2,0,3,2,0,1,2,0,164,2,9,7,20160608/GSWCLE
4407,1,1,1,1,1,1,2,0,1,1,250,4,8,4,20160605/CLEGSW
4408,1,1,1,1,1,1,2,0,1,1,199,7,2,-5,20160605/CLEGSW
4409,1,1,1,2,0,1,2,0,1,1,33,2,3,1,20160605/CLEGSW
4410,1,1,1,2,0,1,2,0,1,1,8,0,0,0,20160605/CLEGSW
4411,1,1,1,2,0,1,2,0,1,1,14,0,0,0,20160605/CLEGSW
4412,2,0,1,2,0,1,2,0,1,1,128,6,5,-1,20160605/CLEGSW
4413,2,0,1,1,1,1,2,0,1,1,0,0,0,0,20160605/CLEGSW
4414,1,1,1,1,1,1,2,0,1,1,0,0,0,0,20160605/CLEGSW
4415,1,1,1,1,1,2,1,0,1,1,38,0,1,1,20160605/CLEGSW
4416,2,1,0,1,1,2,0,1,1,1,232,12,10,-2,20160605/CLEGSW
4417,2,1,0,1,1,2,0,1,1,1,0,0,0,0,20160605/CLEGSW
4418,2,1,0,1,1,2,1,0,1,1,0,0,0,0,20160605/CLEGSW
4419,2,1,0,1,1,2,1,0,1,1,31,3,1,-2,20160605/CLEGSW
4420,2,1,0,1,1,2,1,0,1,1,33,3,0,-3,20160605/CLEGSW
4421,2,1,0,1,1,1,2,0,1,1,115,4,0,-4,20160605/CLEGSW
4422,1,1,0,2,1,1,2,0,1,1,0,0,0,0,20160605/CLEGSW
4423,1,1,0,2,1,2,1,0,1,1,93,1,5,4,20160605/CLEGSW
4424,1,1,0,2,1,2,1,0,1,1,88,10,2,-8,20160605/CLEGSW
4425,2,1,0,1,1,2,1,0,1,1,127,0,7,7,20160605/CLEGSW
4426,1,1,1,1,1,1,2,0,1,1,115,3,2,-1,20160605/CLEGSW
4427,1,1,1,1,1,2,1,0,1,1,0,0,0,0,20160605/CLEGSW
4428,2,1,0,1,1,2,1,0,1,1,11,0,0,0,20160605/CLEGSW
4429,2,1,0,1,1,2,0,0,1,2,72,2,1,-1,20160605/CLEGSW
4430,2,1,0,0,2,2,0,0,1,2,328,14,10,-4,20160605/CLEGSW
4431,1,0,1,2,1,0,1,1,2,1,108,18,5,-13,20160605/CLEGSW
4432,1,0,1,2,1,1,1,1,2,0,0,0,0,0,20160605/CLEGSW
4433,1,0,1,2,1,1,1,1,1,1,95,2,0,-2,20160605/CLEGSW
4434,1,0,1,2,1,2,0,1,1,1,9,0,2,2,20160605/CLEGSW
4435,1,0,1,2,1,1,0,1,2,1,51,0,0,0,20160605/CLEGSW
4436,1,0,1,2,1,1,0,1,2,1,29,2,0,-2,20160605/CLEGSW
4437,1,0,0,2,2,1,0,1,2,1,0,0,0,0,20160605/CLEGSW
4438,1,0,1,1,2,1,0,1,2,1,151,7,5,-2,20160605/CLEGSW
4439,1,0,1,1,2,2,0,1,2,0,0,0,0,0,20160605/CLEGSW
4440,1,0,2,0,2,2,0,1,2,0,91,0,4,4,20160605/CLEGSW
4441,0,0,2,0,3,2,0,1,2,0,166,10,4,-6,20160605/CLEGSW
4357,1,1,1,1,1,1,2,0,1,1,370,16,15,-1,20160602/CLEGSW
4358,1,1,1,1,1,1,2,0,1,1,0,0,0,0,20160602/CLEGSW
4359,1,1,1,1,1,1,2,0,1,1,144,8,2,-6,20160602/CLEGSW
4360,1,1,1,2,0,1,2,0,1,1,44,0,0,0,20160602/CLEGSW
4361,1,1,1,2,0,1,1,1,1,1,7,0,0,0,20160602/CLEGSW
4362,2,1,0,2,0,1,1,1,1,1,49,2,2,0,20160602/CLEGSW
4363,2,1,0,2,0,0,1,1,1,2,19,0,3,3,20160602/CLEGSW
4364,2,1,0,1,1,2,0,1,1,1,31,2,2,0,20160602/CLEGSW
4365,2,1,0,1,1,2,1,0,1,1,148,8,4,-4,20160602/CLEGSW
4366,1,1,0,1,2,2,1,0,1,1,65,3,1,-2,20160602/CLEGSW
4367,1,1,0,1,2,2,1,0,1,1,0,0,0,0,20160602/CLEGSW
4368,1,1,0,1,2,1,1,0,1,2,38,0,0,0,20160602/CLEGSW
4369,1,1,0,1,2,1,1,0,1,2,0,0,0,0,20160602/CLEGSW
4370,2,1,0,1,1,1,1,0,1,2,68,4,0,-4,20160602/CLEGSW
4371,2,1,0,1,1,1,1,0,1,2,0,0,0,0,20160602/CLEGSW
4372,2,1,0,1,1,1,2,0,1,1,66,2,4,2,20160602/CLEGSW
4373,2,1,1,1,0,1,2,0,1,1,0,0,0,0,20160602/CLEGSW
4374,2,0,1,2,0,1,2,0,1,1,198,4,8,4,20160602/CLEGSW
4375,1,1,1,2,0,1,2,0,1,1,13,0,0,0,20160602/CLEGSW
4376,1,1,1,2,0,1,2,0,1,1,0,0,0,0,20160602/CLEGSW
4377,1,1,1,2,0,1,2,0,1,1,0,0,0,0,20160602/CLEGSW
4378,1,1,1,2,0,1,1,1,1,1,26,0,0,0,20160602/CLEGSW
4379,2,1,0,2,0,1,1,1,1,1,0,0,0,0,20160602/CLEGSW
4380,1,1,1,1,1,1,2,0,1,1,237,7,11,4,20160602/CLEGSW
4381,1,1,1,1,1,1,2,0,1,1,107,5,4,-1,20160602/CLEGSW
4382,1,1,1,1,1,1,2,0,1,1,0,0,0,0,20160602/CLEGSW
4383,1,1,1,1,1,1,2,0,1,1,109,2,6,4,20160602/CLEGSW
4384,1,1,1,1,1,1,2,0,1,1,0,0,0,0,20160602/CLEGSW
4385,1,1,1,2,0,1,2,0,1,1,114,4,4,0,20160602/CLEGSW
4386,1,1,1,2,0,1,1,0,1,2,119,4,2,-2,20160602/CLEGSW
4387,2,1,0,2,0,1,1,0,1,2,0,0,0,0,20160602/CLEGSW
4388,2,1,0,1,1,0,1,0,2,2,50,7,0,-7,20160602/CLEGSW
4389,2,0,1,1,1,0,1,0,2,2,32,2,0,-2,20160602/CLEGSW
4390,2,0,1,1,1,0,2,0,2,1,61,4,2,-2,20160602/CLEGSW
4391,2,0,1,1,1,1,1,0,2,1,0,0,0,0,20160602/CLEGSW
4392,2,0,1,1,1,2,1,0,1,1,0,0,0,0,20160602/CLEGSW
4393,2,1,0,1,1,2,1,0,1,1,168,7,6,-1,20160602/CLEGSW
4394,2,1,0,1,1,2,1,0,1,1,41,2,0,-2,20160602/CLEGSW
4395,2,1,0,1,1,2,1,0,1,1,85,3,6,3,20160602/CLEGSW
4396,1,1,0,2,1,2,1,0,1,1,139,8,5,-3,20160602/CLEGSW
4397,1,1,0,2,1,2,1,0,1,1,0,0,0,0,20160602/CLEGSW
4398,1,1,0,2,1,2,0,0,2,1,0,0,0,0,20160602/CLEGSW
4399,1,1,0,2,1,2,0,1,2,0,0,0,0,0,20160602/CLEGSW
4400,1,1,0,2,1,2,0,2,1,0,0,0,0,0,20160602/CLEGSW
4401,1,1,0,2,1,2,0,2,1,0,17,0,0,0,20160602/CLEGSW
4402,0,1,1,2,1,2,0,2,1,0,35,0,0,0,20160602/CLEGSW
4403,0,0,1,2,2,2,0,2,1,0,0,0,0,0,20160602/CLEGSW
4404,0,0,1,2,2,2,0,2,1,0,0,0,0,0,20160602/CLEGSW
4405,0,0,2,1,2,2,0,2,1,0,0,0,0,0,20160602/CLEGSW
4406,0,0,2,0,3,2,0,2,1,0,77,0,2,2,20160602/CLEGSW
4322,1,1,1,1,1,1,1,1,1,1,456,12,16,4,20160530/OKCGSW
4323,2,1,0,1,1,1,1,1,1,1,0,0,0,0,20160530/OKCGSW
4324,2,1,0,1,1,1,1,1,1,1,110,3,5,2,20160530/OKCGSW
4325,1,1,0,2,1,1,1,1,1,1,0,0,0,0,20160530/OKCGSW
4326,1,1,1,2,0,1,1,1,1,1,0,0,0,0,20160530/OKCGSW
4327,1,1,1,2,0,1,1,1,1,1,0,0,0,0,20160530/OKCGSW
4328,1,1,1,2,0,0,1,1,1,2,101,4,1,-3,20160530/OKCGSW
4329,2,0,1,1,1,1,1,1,0,2,126,0,6,6,20160530/OKCGSW
