id,SFnum_G,PFnum_G,Cnum_G,SGnum_G,PGnum_G,SFnum_O,PFnum_O,Cnum_O,SGnum_O,PGnum_O,secs,score_GSW,score_OPP,sO-sG,game
2415,2,1,0,1,1,1,2,0,1,1,5,0,2,2,20160224/GSWMIA
2416,1,1,0,2,1,1,2,0,1,1,0,0,0,0,20160224/GSWMIA
2417,1,1,0,2,1,1,1,0,1,2,1,0,0,0,20160224/GSWMIA
2418,1,1,0,2,1,1,1,1,1,1,0,1,0,-1,20160224/GSWMIA
2419,2,1,0,1,1,1,1,1,1,1,0,1,0,-1,20160224/GSWMIA
2420,2,1,0,1,1,1,2,0,1,1,4,2,0,-2,20160224/GSWMIA
2421,2,1,0,1,1,1,1,0,1,2,14,2,2,0,20160224/GSWMIA
2320,1,1,1,1,1,1,1,1,1,1,413,21,9,-12,20160222/GSWATL
2321,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160222/GSWATL
2322,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160222/GSWATL
2323,1,1,1,1,1,1,1,1,1,1,53,0,4,4,20160222/GSWATL
2324,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160222/GSWATL
2325,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160222/GSWATL
2326,1,1,1,1,1,1,1,1,1,1,102,4,0,-4,20160222/GSWATL
2327,1,1,0,1,2,1,1,1,1,1,0,0,0,0,20160222/GSWATL
2328,1,1,0,1,2,1,2,0,1,1,85,0,2,2,20160222/GSWATL
2329,2,0,1,1,1,0,1,1,1,2,105,10,5,-5,20160222/GSWATL
2330,2,0,1,1,1,0,1,1,1,2,48,2,4,2,20160222/GSWATL
2331,2,0,1,1,1,0,1,1,1,2,111,0,4,4,20160222/GSWATL
2332,2,0,1,1,1,1,1,1,1,1,0,0,0,0,20160222/GSWATL
2333,2,0,1,1,1,1,1,1,1,1,76,2,2,0,20160222/GSWATL
2334,2,0,1,1,1,1,1,1,1,1,0,0,0,0,20160222/GSWATL
2335,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160222/GSWATL
2336,0,1,1,2,1,1,1,1,1,1,8,0,1,1,20160222/GSWATL
2337,0,1,1,2,1,1,1,1,1,1,151,6,1,-5,20160222/GSWATL
2338,0,1,1,2,1,0,2,1,1,1,0,0,0,0,20160222/GSWATL
2339,0,1,1,2,1,0,2,0,1,2,0,0,0,0,20160222/GSWATL
2340,1,1,0,2,1,0,2,0,1,2,0,0,0,0,20160222/GSWATL
2341,2,1,0,1,1,0,2,0,1,2,134,8,5,-3,20160222/GSWATL
2342,2,1,0,1,1,0,2,0,1,2,0,0,0,0,20160222/GSWATL
2343,2,1,0,1,1,0,1,1,1,2,65,3,2,-1,20160222/GSWATL
2344,2,1,0,1,1,1,1,1,1,1,0,0,0,0,20160222/GSWATL
2345,1,1,1,1,1,1,1,1,1,1,286,11,8,-3,20160222/GSWATL
2346,1,1,1,1,1,0,1,1,1,2,43,3,2,-1,20160222/GSWATL
2347,1,1,1,1,1,1,1,1,1,1,32,0,2,2,20160222/GSWATL
2348,1,1,1,1,1,1,1,1,1,1,49,0,5,5,20160222/GSWATL
2349,1,1,1,1,1,1,1,1,1,1,16,0,1,1,20160222/GSWATL
2350,1,1,1,1,1,1,2,0,1,1,64,2,3,1,20160222/GSWATL
2351,1,1,1,1,1,1,2,0,1,1,0,0,0,0,20160222/GSWATL
2352,1,1,0,1,2,1,2,0,1,1,0,0,0,0,20160222/GSWATL
2353,2,0,1,1,1,1,1,1,1,1,138,7,22,15,20160222/GSWATL
2354,2,0,1,1,1,0,1,1,1,2,70,2,0,-2,20160222/GSWATL
2355,2,0,1,1,1,0,1,1,1,2,0,0,0,0,20160222/GSWATL
2356,2,0,1,1,1,0,2,1,1,1,0,0,0,0,20160222/GSWATL
2357,2,0,1,1,1,1,1,1,1,1,0,0,0,0,20160222/GSWATL
2358,2,0,1,1,1,1,1,1,1,1,36,3,0,-3,20160222/GSWATL
2359,1,1,1,1,1,1,1,1,1,1,148,4,2,-2,20160222/GSWATL
2360,1,1,1,1,1,1,1,0,1,2,0,0,0,0,20160222/GSWATL
2361,1,1,1,1,1,1,2,0,1,1,0,0,0,0,20160222/GSWATL
2362,0,1,1,2,1,1,2,0,1,1,76,3,0,-3,20160222/GSWATL
2363,0,1,1,2,1,1,2,0,1,1,0,0,0,0,20160222/GSWATL
2364,0,1,1,2,1,0,2,0,1,2,0,0,0,0,20160222/GSWATL
2365,0,1,1,2,1,0,1,1,1,2,85,2,0,-2,20160222/GSWATL
2366,0,1,1,2,1,1,1,1,1,1,39,2,2,0,20160222/GSWATL
2367,0,1,1,2,1,0,1,1,1,2,79,4,4,0,20160222/GSWATL
2368,1,1,0,2,1,0,1,1,1,2,0,1,0,-1,20160222/GSWATL
2369,1,1,0,2,1,1,1,1,0,2,0,0,0,0,20160222/GSWATL
2370,1,1,0,2,1,1,2,1,0,1,13,1,0,-1,20160222/GSWATL
2371,1,1,0,2,1,0,2,1,1,1,0,0,0,0,20160222/GSWATL
2372,1,1,0,2,1,0,1,1,1,2,31,1,2,1,20160222/GSWATL
2266,1,1,0,1,2,1,1,1,1,1,233,10,6,-4,20160220/GSWLAC
2267,1,1,0,1,2,1,1,1,1,1,23,2,0,-2,20160220/GSWLAC
2268,1,1,0,1,2,1,1,1,1,1,101,7,2,-5,20160220/GSWLAC
2269,1,1,0,1,2,2,0,1,1,1,0,0,0,0,20160220/GSWLAC
2270,1,1,0,1,2,2,0,1,1,1,80,2,2,0,20160220/GSWLAC
2271,1,1,0,1,2,2,0,1,1,1,39,1,2,1,20160220/GSWLAC
2272,1,1,0,1,2,2,0,1,1,1,190,8,6,-2,20160220/GSWLAC
2273,1,1,0,1,2,2,0,1,1,1,18,0,0,0,20160220/GSWLAC
2274,1,1,0,1,2,3,0,0,1,1,30,2,2,0,20160220/GSWLAC
2275,2,0,1,2,0,3,0,0,1,1,35,3,0,-3,20160220/GSWLAC
2276,2,0,1,2,0,2,0,1,1,1,27,0,0,0,20160220/GSWLAC
2277,2,0,1,1,1,2,0,1,1,1,22,0,3,3,20160220/GSWLAC
2278,2,0,1,1,1,1,0,1,1,2,137,3,4,1,20160220/GSWLAC
2279,2,0,1,1,1,1,0,1,1,2,56,4,5,1,20160220/GSWLAC
2280,2,1,0,1,1,1,0,1,1,2,0,0,0,0,20160220/GSWLAC
2281,2,1,0,1,1,1,0,1,1,2,0,0,0,0,20160220/GSWLAC
2282,2,1,0,1,1,1,0,1,1,2,0,0,0,0,20160220/GSWLAC
2283,1,1,0,1,2,1,0,1,1,2,32,2,1,-1,20160220/GSWLAC
2284,0,1,0,1,3,1,0,1,1,2,183,10,10,0,20160220/GSWLAC
2285,0,1,0,1,3,2,0,1,1,1,0,0,0,0,20160220/GSWLAC
2286,1,1,0,1,2,2,0,1,1,1,118,6,5,-1,20160220/GSWLAC
2287,1,1,0,1,2,1,1,1,1,1,26,0,2,2,20160220/GSWLAC
2288,1,1,0,1,2,1,1,1,1,1,295,12,14,2,20160220/GSWLAC
2289,1,1,0,1,2,1,0,1,1,2,9,0,0,0,20160220/GSWLAC
2290,1,1,0,1,2,1,0,1,1,2,44,0,0,0,20160220/GSWLAC
2291,2,1,0,1,1,1,0,1,1,2,162,7,7,0,20160220/GSWLAC
2292,2,1,0,1,1,2,0,1,1,1,59,2,3,1,20160220/GSWLAC
2293,1,1,0,1,2,2,0,1,1,1,0,1,0,-1,20160220/GSWLAC
2294,1,1,0,1,2,2,0,1,1,1,122,9,10,1,20160220/GSWLAC
2295,2,0,1,1,1,2,0,1,1,1,142,7,2,-5,20160220/GSWLAC
2296,2,0,1,1,1,1,0,1,1,2,89,2,2,0,20160220/GSWLAC
2297,2,0,1,1,1,1,0,1,1,2,14,0,0,0,20160220/GSWLAC
2298,2,1,0,1,1,1,0,1,1,2,0,0,0,0,20160220/GSWLAC
2299,2,1,0,1,1,1,0,1,1,2,128,8,4,-4,20160220/GSWLAC
2300,2,1,0,1,1,1,0,1,1,2,0,0,0,0,20160220/GSWLAC
2301,1,1,0,2,1,1,0,1,1,2,0,0,0,0,20160220/GSWLAC
2302,0,1,0,2,2,1,0,1,1,2,60,2,2,0,20160220/GSWLAC
2303,0,1,0,2,2,1,0,1,0,3,64,0,2,2,20160220/GSWLAC
2304,1,1,0,2,1,1,0,1,0,3,0,0,0,0,20160220/GSWLAC
2305,2,1,0,1,1,1,0,1,0,3,124,5,6,1,20160220/GSWLAC
2306,2,0,0,1,2,1,0,1,0,3,0,0,0,0,20160220/GSWLAC
2307,2,0,0,1,2,1,0,1,0,3,0,0,0,0,20160220/GSWLAC
2308,2,0,0,0,3,1,0,1,0,3,0,0,0,0,20160220/GSWLAC
2309,1,1,0,0,3,1,0,1,0,3,0,0,0,0,20160220/GSWLAC
2310,1,1,0,0,3,0,0,1,1,3,0,0,0,0,20160220/GSWLAC
2311,1,1,0,0,3,1,0,0,1,3,0,0,0,0,20160220/GSWLAC
2312,1,1,0,0,3,2,0,0,1,2,0,0,0,0,20160220/GSWLAC
2313,1,1,0,0,3,2,1,0,1,1,0,0,0,0,20160220/GSWLAC
2314,0,1,1,0,3,2,1,0,1,1,94,0,10,10,20160220/GSWLAC
2315,0,1,1,0,3,2,1,0,1,1,0,0,0,0,20160220/GSWLAC
2316,0,2,1,0,2,2,1,0,1,1,0,0,0,0,20160220/GSWLAC
2317,0,2,1,1,1,2,1,0,1,1,0,0,0,0,20160220/GSWLAC
2318,1,1,1,1,1,2,1,0,1,1,0,0,0,0,20160220/GSWLAC
2319,2,1,1,1,0,2,1,0,1,1,5,0,0,0,20160220/GSWLAC
2221,1,1,1,1,1,1,1,1,1,1,376,20,21,1,20160219/GSWPOR
2222,1,1,1,1,1,1,1,1,1,1,46,3,2,-1,20160219/GSWPOR
2223,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160219/GSWPOR
2224,1,1,1,1,1,2,0,1,1,1,0,0,0,0,20160219/GSWPOR
2225,1,1,1,1,1,2,0,1,1,1,35,0,2,2,20160219/GSWPOR
2226,1,1,1,1,1,1,0,1,1,2,32,0,0,0,20160219/GSWPOR
2227,1,1,1,1,1,1,0,1,1,2,40,0,3,3,20160219/GSWPOR
2228,1,1,1,1,1,1,1,0,1,2,94,6,3,-3,20160219/GSWPOR
2229,2,0,1,1,1,1,1,0,0,3,129,4,19,15,20160219/GSWPOR
2230,2,0,1,1,1,1,1,0,0,3,66,2,0,-2,20160219/GSWPOR
2231,2,1,0,1,1,1,1,0,0,3,191,8,8,0,20160219/GSWPOR
2232,2,1,0,1,1,2,0,0,0,3,0,0,0,0,20160219/GSWPOR
2233,2,1,0,1,1,2,0,0,1,2,0,0,0,0,20160219/GSWPOR
2234,1,1,0,2,1,2,0,0,1,2,68,5,0,-5,20160219/GSWPOR
2235,1,1,0,1,2,2,0,0,1,2,57,4,0,-4,20160219/GSWPOR
2236,1,1,0,1,2,1,0,0,1,3,0,0,0,0,20160219/GSWPOR
2237,1,1,0,1,2,1,1,0,1,2,57,0,2,2,20160219/GSWPOR
2238,1,1,0,1,2,1,1,0,1,2,85,5,1,-4,20160219/GSWPOR
2239,1,1,0,1,2,1,1,0,1,2,18,3,4,1,20160219/GSWPOR
2240,1,1,1,1,1,1,1,1,1,1,353,13,22,9,20160219/GSWPOR
2241,2,1,0,1,1,1,1,1,1,1,24,0,1,1,20160219/GSWPOR
2242,2,1,0,1,1,1,1,1,1,1,0,0,0,0,20160219/GSWPOR
2243,2,1,0,1,1,1,1,0,1,2,51,0,0,0,20160219/GSWPOR
2244,2,1,0,1,1,1,1,0,1,2,0,0,0,0,20160219/GSWPOR
2245,2,1,0,1,1,1,1,0,1,2,66,2,5,3,20160219/GSWPOR
2246,1,1,0,1,2,1,1,0,1,2,0,0,0,0,20160219/GSWPOR
2247,1,1,0,1,2,1,1,0,1,2,0,0,0,0,20160219/GSWPOR
2248,1,1,0,1,2,1,1,0,0,3,80,0,4,4,20160219/GSWPOR
2249,2,0,1,1,1,1,1,0,0,3,121,7,9,2,20160219/GSWPOR
2250,2,0,1,1,1,1,1,0,1,2,20,1,0,-1,20160219/GSWPOR
2251,2,0,1,1,1,1,0,1,1,2,0,0,0,0,20160219/GSWPOR
2252,2,0,1,1,1,1,0,1,1,2,0,0,0,0,20160219/GSWPOR
2253,1,0,1,1,2,1,0,1,1,2,50,1,6,5,20160219/GSWPOR
2254,0,1,1,1,2,1,0,1,1,2,63,4,2,-2,20160219/GSWPOR
2255,0,1,1,1,2,1,1,1,1,1,0,0,0,0,20160219/GSWPOR
2256,0,1,1,1,2,1,1,1,1,1,0,1,0,-1,20160219/GSWPOR
2257,0,1,1,1,2,1,1,1,1,1,62,1,5,4,20160219/GSWPOR
2258,0,1,1,0,3,1,1,1,1,1,23,1,0,-1,20160219/GSWPOR
2259,0,1,1,0,3,1,1,1,1,1,96,1,9,8,20160219/GSWPOR
2260,0,1,1,0,3,1,0,2,1,1,0,0,0,0,20160219/GSWPOR
2261,0,1,1,0,3,1,0,1,2,1,0,0,0,0,20160219/GSWPOR
2262,0,1,1,0,3,1,1,1,2,0,4,1,2,1,20160219/GSWPOR
2263,0,1,1,0,3,1,1,1,2,0,0,0,0,0,20160219/GSWPOR
2264,0,1,1,0,3,1,1,1,1,1,50,1,0,-1,20160219/GSWPOR
2265,0,1,1,0,3,1,1,1,1,1,217,11,7,-4,20160219/GSWPOR
2186,1,1,1,1,1,1,1,1,1,1,164,13,7,-6,20160210/GSWPHX
2187,1,1,1,1,1,1,1,1,0,2,232,6,10,4,20160210/GSWPHX
2188,1,1,1,1,1,1,1,1,0,2,37,3,1,-2,20160210/GSWPHX
2189,1,1,1,1,1,1,1,1,0,2,67,0,6,6,20160210/GSWPHX
2190,1,1,1,1,1,1,1,1,0,2,0,0,0,0,20160210/GSWPHX
2191,1,1,1,1,1,1,1,1,0,2,115,6,0,-6,20160210/GSWPHX
2192,1,1,1,1,1,1,1,1,0,2,0,0,0,0,20160210/GSWPHX
2193,2,0,1,1,1,1,1,1,1,1,206,9,9,0,20160210/GSWPHX
2194,2,0,1,1,1,0,1,1,1,2,0,0,0,0,20160210/GSWPHX
2195,2,0,1,1,1,0,1,1,1,2,0,0,0,0,20160210/GSWPHX
2196,2,0,1,1,1,0,1,1,1,2,148,3,2,-1,20160210/GSWPHX
2197,2,0,1,1,1,1,1,1,1,1,0,0,0,0,20160210/GSWPHX
2198,1,0,1,2,1,1,1,1,1,1,0,0,0,0,20160210/GSWPHX
2199,0,1,1,2,1,1,1,1,1,1,53,3,0,-3,20160210/GSWPHX
2200,0,1,1,2,1,1,1,1,1,1,0,0,0,0,20160210/GSWPHX
2201,0,1,1,2,1,1,1,1,1,1,48,0,0,0,20160210/GSWPHX
2202,0,1,1,1,2,1,1,1,1,1,104,8,0,-8,20160210/GSWPHX
2203,0,1,1,1,2,1,1,1,0,2,76,3,4,1,20160210/GSWPHX
2204,0,1,1,1,2,1,1,1,0,2,31,1,2,1,20160210/GSWPHX
2205,0,1,1,1,2,1,1,1,0,2,0,0,0,0,20160210/GSWPHX
2206,1,1,1,1,1,1,1,1,1,1,404,21,13,-8,20160210/GSWPHX
2207,1,1,1,1,1,1,2,0,1,1,0,0,0,0,20160210/GSWPHX
2208,0,1,1,1,2,1,2,0,1,1,22,0,2,2,20160210/GSWPHX
2209,0,1,0,1,3,1,2,0,1,1,105,3,5,2,20160210/GSWPHX
2210,1,1,0,1,2,1,2,0,1,1,40,2,5,3,20160210/GSWPHX
2211,2,0,1,1,1,1,1,1,0,2,117,10,13,3,20160210/GSWPHX
2212,2,0,1,1,1,1,1,1,0,2,114,6,4,-2,20160210/GSWPHX
2213,2,0,1,1,1,1,2,0,0,2,66,2,0,-2,20160210/GSWPHX
2214,2,0,1,1,1,1,1,1,0,2,23,2,0,-2,20160210/GSWPHX
2215,2,0,1,1,1,1,1,1,1,1,43,0,0,0,20160210/GSWPHX
2216,1,0,1,1,2,1,1,1,1,1,149,4,6,2,20160210/GSWPHX
2217,1,0,1,1,2,1,1,1,1,1,0,0,0,0,20160210/GSWPHX
2218,1,0,1,1,2,1,1,1,1,1,64,0,3,3,20160210/GSWPHX
2219,1,0,1,0,3,1,1,1,1,1,12,1,0,-1,20160210/GSWPHX
2220,0,1,1,0,3,1,1,1,1,1,128,6,12,6,20160210/GSWPHX
2136,1,1,1,1,1,2,0,1,1,1,327,15,12,-3,20160209/HOUGSW
2137,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160209/HOUGSW
2138,1,1,1,1,1,1,1,1,1,1,113,4,4,0,20160209/HOUGSW
2139,1,1,1,1,1,1,1,1,1,1,152,13,4,-9,20160209/HOUGSW
2140,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160209/HOUGSW
2141,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160209/HOUGSW
2142,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160209/HOUGSW
2143,1,1,1,1,1,1,1,0,1,2,0,0,0,0,20160209/HOUGSW
2144,1,1,1,1,1,1,1,1,1,1,77,7,5,-2,20160209/HOUGSW
2145,2,0,1,1,1,1,1,1,1,1,75,5,6,1,20160209/HOUGSW
2146,2,0,1,1,1,1,1,1,1,1,77,2,2,0,20160209/HOUGSW
2147,2,0,1,1,1,2,0,1,1,1,80,4,3,-1,20160209/HOUGSW
2148,2,0,1,1,1,2,0,1,1,1,0,0,0,0,20160209/HOUGSW
2149,2,0,1,1,1,2,0,1,1,1,0,0,0,0,20160209/HOUGSW
2150,2,0,1,1,1,2,0,1,1,1,0,0,0,0,20160209/HOUGSW
2151,2,0,1,1,1,1,0,1,1,2,34,1,0,-1,20160209/HOUGSW
2152,1,1,1,1,1,1,0,1,1,2,33,1,1,0,20160209/HOUGSW
2153,0,1,1,2,1,1,0,1,1,2,70,2,4,2,20160209/HOUGSW
2154,0,1,1,2,1,1,0,1,1,2,76,3,5,2,20160209/HOUGSW
2155,0,1,1,2,1,2,0,1,1,1,0,0,0,0,20160209/HOUGSW
2156,1,1,1,1,1,2,0,1,1,1,54,1,5,4,20160209/HOUGSW
2157,2,0,1,1,1,2,0,1,1,1,31,3,1,-2,20160209/HOUGSW
2158,2,0,1,1,1,2,0,1,1,1,0,0,0,0,20160209/HOUGSW
2159,1,0,1,1,2,2,0,1,1,1,92,6,7,1,20160209/HOUGSW
2160,1,0,1,1,2,1,0,1,1,2,0,0,0,0,20160209/HOUGSW
2161,1,0,1,1,2,1,0,1,1,2,91,2,7,5,20160209/HOUGSW
2162,1,0,1,1,2,1,0,0,2,2,0,0,0,0,20160209/HOUGSW
2163,1,1,1,1,1,2,0,1,1,1,319,7,8,1,20160209/HOUGSW
2164,1,1,1,1,1,1,0,1,1,2,0,0,0,0,20160209/HOUGSW
2165,1,1,1,1,1,1,0,1,1,2,125,3,7,4,20160209/HOUGSW
2166,1,1,1,1,1,1,0,1,1,2,0,0,0,0,20160209/HOUGSW
2167,1,1,1,1,1,1,0,1,1,2,0,0,0,0,20160209/HOUGSW
2168,1,1,1,1,1,1,0,1,1,2,28,4,0,-4,20160209/HOUGSW
2169,1,1,1,1,1,1,0,1,1,2,98,3,6,3,20160209/HOUGSW
2170,2,0,1,1,1,1,0,1,1,2,17,1,2,1,20160209/HOUGSW
2171,2,0,1,1,1,2,0,1,1,1,115,14,4,-10,20160209/HOUGSW
2172,2,0,1,1,1,2,0,1,1,1,0,0,0,0,20160209/HOUGSW
2173,2,0,1,1,1,2,0,1,1,1,38,0,3,3,20160209/HOUGSW
2174,2,0,1,1,1,2,0,1,1,1,79,4,0,-4,20160209/HOUGSW
2175,2,0,1,1,1,2,0,1,1,1,64,5,2,-3,20160209/HOUGSW
2176,2,1,0,1,1,2,0,1,1,1,24,0,0,0,20160209/HOUGSW
2177,2,1,0,1,1,2,0,1,1,1,0,0,0,0,20160209/HOUGSW
2178,2,1,0,1,1,1,0,1,1,2,0,0,0,0,20160209/HOUGSW
2179,1,1,0,2,1,1,0,1,1,2,191,2,5,3,20160209/HOUGSW
2180,2,1,0,1,1,1,0,1,1,2,11,0,0,0,20160209/HOUGSW
2181,2,1,0,1,1,2,0,1,1,1,68,4,0,-4,20160209/HOUGSW
2182,2,1,0,1,1,1,0,1,1,2,56,2,7,5,20160209/HOUGSW
2183,2,1,0,1,1,0,0,1,2,2,0,0,0,0,20160209/HOUGSW
2184,2,1,0,1,1,0,0,1,2,2,0,0,0,0,20160209/HOUGSW
2185,2,1,0,1,1,0,1,1,1,2,54,5,0,-5,20160209/HOUGSW
2095,1,1,1,1,1,1,1,1,1,1,402,19,23,4,20160206/OKCGSW
2096,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160206/OKCGSW
2097,1,1,1,1,1,1,1,1,1,1,52,2,2,0,20160206/OKCGSW
2098,1,1,1,1,1,1,1,1,1,1,64,5,4,-1,20160206/OKCGSW
2099,1,1,1,1,1,1,1,1,2,0,0,0,0,0,20160206/OKCGSW
2100,1,1,1,1,1,2,1,1,1,0,0,0,0,0,20160206/OKCGSW
2101,1,1,1,1,1,2,1,1,1,0,73,5,0,-5,20160206/OKCGSW
2102,2,0,1,1,1,1,0,2,1,1,154,9,4,-5,20160206/OKCGSW
2103,2,0,1,1,1,1,0,2,0,2,0,0,0,0,20160206/OKCGSW
2104,2,0,1,1,1,1,0,1,1,2,0,0,0,0,20160206/OKCGSW
2105,2,0,1,1,1,1,0,1,1,2,18,0,0,0,20160206/OKCGSW
2106,2,0,1,1,1,1,0,1,1,2,26,2,0,-2,20160206/OKCGSW
2107,2,0,1,1,1,0,1,1,1,2,119,8,6,-2,20160206/OKCGSW
2108,2,0,1,1,1,1,1,1,1,1,0,0,0,0,20160206/OKCGSW
2109,1,0,1,2,1,1,1,1,1,1,0,0,0,0,20160206/OKCGSW
2110,0,1,1,2,1,1,1,1,1,1,156,10,5,-5,20160206/OKCGSW
2111,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160206/OKCGSW
2112,2,1,0,1,1,1,1,1,1,1,69,5,4,-1,20160206/OKCGSW
2113,2,1,0,1,1,1,1,1,1,1,84,3,6,3,20160206/OKCGSW
2114,2,1,0,1,1,1,1,1,1,1,43,3,3,0,20160206/OKCGSW
2115,1,1,1,1,1,1,1,1,1,1,97,2,6,4,20160206/OKCGSW
2116,1,1,1,1,1,1,1,1,1,1,334,12,8,-4,20160206/OKCGSW
2117,1,1,1,1,1,1,1,1,1,1,79,2,4,2,20160206/OKCGSW
2118,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160206/OKCGSW
2119,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160206/OKCGSW
2120,1,1,1,1,1,1,0,1,1,2,85,2,0,-2,20160206/OKCGSW
2121,1,1,1,1,1,1,0,1,1,2,0,0,0,0,20160206/OKCGSW
2122,1,1,1,1,1,1,0,1,1,2,0,0,0,0,20160206/OKCGSW
2123,2,0,1,1,1,1,0,1,1,2,39,0,2,2,20160206/OKCGSW
2124,2,0,1,1,1,2,0,1,1,1,150,4,8,4,20160206/OKCGSW
2125,2,0,1,1,1,2,0,1,1,1,14,0,0,0,20160206/OKCGSW
2126,2,0,1,1,1,2,0,1,1,1,0,0,0,0,20160206/OKCGSW
2127,2,0,1,1,1,1,0,1,1,2,33,2,2,0,20160206/OKCGSW
2128,2,0,1,1,1,0,0,1,2,2,0,0,0,0,20160206/OKCGSW
2129,2,0,1,1,1,0,1,1,2,1,104,4,5,1,20160206/OKCGSW
2130,2,0,1,1,1,1,1,1,1,1,0,0,0,0,20160206/OKCGSW
2131,1,0,1,2,1,1,1,1,1,1,0,0,0,0,20160206/OKCGSW
2132,1,1,0,2,1,1,1,1,1,1,32,0,0,0,20160206/OKCGSW
2133,1,1,0,2,1,1,1,1,1,1,123,4,9,5,20160206/OKCGSW
2134,2,1,0,1,1,1,1,1,1,1,172,7,4,-3,20160206/OKCGSW
2135,2,1,0,1,1,1,1,1,1,1,84,6,3,-3,20160206/OKCGSW
2046,1,1,1,1,1,2,1,1,1,0,289,18,8,-10,20160203/GSWWAS
2047,1,1,1,1,1,1,1,1,1,1,146,8,8,0,20160203/GSWWAS
2048,1,1,1,1,1,1,1,1,1,1,12,0,0,0,20160203/GSWWAS
2049,1,1,1,1,1,1,1,1,1,1,43,3,0,-3,20160203/GSWWAS
2050,1,1,1,1,1,1,2,0,1,1,41,5,2,-3,20160203/GSWWAS
2051,1,1,0,1,2,1,2,0,1,1,0,0,0,0,20160203/GSWWAS
2052,1,1,1,1,1,1,2,0,1,1,65,3,4,1,20160203/GSWWAS
2053,1,1,1,1,1,1,2,0,1,1,22,1,2,1,20160203/GSWWAS
2054,2,0,1,1,1,0,2,0,1,2,256,13,14,1,20160203/GSWWAS
2055,2,0,1,1,1,0,1,1,1,2,0,0,0,0,20160203/GSWWAS
2056,2,0,1,1,1,0,1,1,2,1,0,0,0,0,20160203/GSWWAS
2057,1,0,1,1,2,0,1,1,2,1,0,0,0,0,20160203/GSWWAS
2058,1,0,1,1,2,0,1,1,2,1,0,0,0,0,20160203/GSWWAS
2059,1,0,1,1,2,0,1,1,2,1,0,0,0,0,20160203/GSWWAS
2060,1,0,1,1,2,1,0,1,2,1,133,4,8,4,20160203/GSWWAS
2061,1,0,1,1,2,2,0,1,1,1,0,0,0,0,20160203/GSWWAS
2062,0,1,1,1,2,2,0,1,1,1,0,0,0,0,20160203/GSWWAS
2063,0,1,1,1,2,2,0,1,1,1,105,4,3,-1,20160203/GSWWAS
2064,0,1,1,1,2,2,1,1,1,0,0,0,0,0,20160203/GSWWAS
2065,1,1,1,1,1,2,1,1,1,0,0,0,0,0,20160203/GSWWAS
2066,2,1,0,1,1,2,1,1,1,0,47,4,1,-3,20160203/GSWWAS
2067,2,1,0,1,1,2,1,0,2,0,0,0,0,0,20160203/GSWWAS
2068,2,1,0,1,1,1,1,0,2,1,45,2,2,0,20160203/GSWWAS
2069,2,1,0,1,1,1,1,0,2,1,122,7,8,1,20160203/GSWWAS
2070,2,0,1,1,1,1,1,0,2,1,10,1,0,-1,20160203/GSWWAS
2071,2,1,0,1,1,1,1,0,2,1,0,0,0,0,20160203/GSWWAS
2072,1,1,1,1,1,2,1,1,1,0,171,6,12,6,20160203/GSWWAS
2073,1,1,0,1,2,2,1,1,1,0,128,2,7,5,20160203/GSWWAS
2074,1,1,0,1,2,2,1,1,1,0,43,0,0,0,20160203/GSWWAS
2075,1,1,0,1,2,2,1,1,1,0,0,0,0,0,20160203/GSWWAS
2076,1,1,0,1,2,2,2,0,1,0,23,3,0,-3,20160203/GSWWAS
2077,1,1,0,1,2,2,1,0,1,1,38,0,0,0,20160203/GSWWAS
2078,1,1,0,1,2,2,1,0,1,1,97,4,5,1,20160203/GSWWAS
2079,1,1,0,1,2,2,1,0,1,1,76,9,1,-8,20160203/GSWWAS
2080,1,0,1,1,2,2,1,0,1,1,90,4,5,1,20160203/GSWWAS
2081,1,0,1,1,2,2,0,1,1,1,0,0,0,0,20160203/GSWWAS
2082,2,0,1,1,1,0,0,1,2,2,129,4,9,5,20160203/GSWWAS
2083,2,0,1,1,1,0,0,1,2,2,0,0,0,0,20160203/GSWWAS
2084,2,0,1,1,1,0,0,1,2,2,74,4,2,-2,20160203/GSWWAS
2085,2,0,1,1,1,1,0,1,1,2,0,0,0,0,20160203/GSWWAS
2086,2,0,1,1,1,2,0,1,1,1,93,5,2,-3,20160203/GSWWAS
2087,1,0,1,2,1,2,0,1,1,1,0,0,0,0,20160203/GSWWAS
2088,1,1,0,2,1,2,0,1,1,1,78,2,5,3,20160203/GSWWAS
2089,1,1,0,2,1,2,0,1,1,1,85,4,1,-3,20160203/GSWWAS
2090,2,1,0,1,1,2,0,1,1,1,38,0,3,3,20160203/GSWWAS
